Data factor: 1
Filter factor: 1
     8.02687080		   875.39154747		 0
     7.78645183		     2.85466765		 1
     8.65939159		     8.46517521		 2
     9.03876464		     3.54450936		 3
     8.24589865		171080.92053393		 4
     6.27732703		     1.15434202		 5
     6.20867721		     1.21238045		 6
     7.08304166		     1.22230326		 7
     5.78373115		     1.04905135		 8
     6.15987520		     1.30798950		 9

