Data factor: 1
Filter factor: 1
     6.41769347		     1.53033010		 0
    10.93965537		 31681.17099618		 1
     4.33331102		     0.88484171		 2
     6.92569417		     1.88801486		 3
     6.20911527		     1.03714118		 4
    10.84199241		     4.48501784		 5
     9.98148894		     3.36582349		 6
     7.58211769		     2.84467692		 7
    10.78915231		     3.68345334		 8
     8.75963541		     2.40531590		 9

